user_id,restaurants_id,name,ratings
6f6f6daf,18,共栄堂,2
71be176f,18,共栄堂,2
74476a0f,18,共栄堂,4
761b70c2,18,共栄堂,3
764b5617,18,共栄堂,4
8569de2d,18,共栄堂,4
85c65332,18,共栄堂,1
864a9b48,18,共栄堂,5
8927f84c,18,共栄堂,4
8e1c58a0,18,共栄堂,4
8ee3469f,18,共栄堂,5
999ba4e3,18,共栄堂,3
9d7a585c,18,共栄堂,4
9f63e997,18,共栄堂,1
a0504d28,18,共栄堂,2
a592b667,18,共栄堂,3
a5df0f33,18,共栄堂,2
a996541a,18,共栄堂,3
aa5103dd,18,共栄堂,2
af54ba9a,18,共栄堂,4
b47362cf,18,共栄堂,5
bfb333f9,18,共栄堂,2
c097735d,18,共栄堂,4
c0e35f32,18,共栄堂,3
c1a49c79,18,共栄堂,4
c1fcb71f,18,共栄堂,3
c287a749,18,共栄堂,2
c4b46226,18,共栄堂,3
c7420643,18,共栄堂,2
